uid,title,link,source,published,summary
340e51c41fcd9396b0e04ea43ad5d45dda01edb8,Science Reveals the Surprising Origins of the Potato,https://www.wired.com/story/science-reveals-the-surprising-origins-of-the-potato/,www.wired.com,2025-08-04T15:43:29+00:00,"Potatoes as we know them today are the product of a hybridization that took place 9 million years ago between two plants, one of which was an ancestor of the tomato."
b9754ac7b9afa2139615ce392483e0a09b6c4505,Alienware’s AW2725Q 4K OLED gaming monitor is down to its lowest price ever at Amazon,https://www.theverge.com/tech/718105/alienware-aw2725q-4k-monitor-google-nest-thermostat-deal-sale,www.theverge.com,2025-08-04T15:41:35+00:00,"If you prefer gaming on a PC instead of consoles, you should hook it up to a display that can support playing games at higher frame rates for a smoother experience. Most gaming monitors require you to choose between prioritizing resolution or fidelity, but you get both with Alienware’s AW2725Q. The 26.7-inch 4K OLED display [&#8230;]"
cbd87080d2ff7c4801d121fe5f9c92eadf7fb879,Tesla признана на треть виновной в смертельном ДТП с участием автопилота,https://3dnews.ru/1127074,3dnews.ru,2025-08-04T15:39:00+00:00,"Федеральное жюри присяжных США признало Tesla частично виновной в аварии, произошедшей во Флориде в 2019 году. Тогда автомобиль Model S на автопилоте, двигаясь со скоростью 80 км/ч, проехал перекрёсток и врезался в припаркованную машину. В результате погибла девушка-пешеход, а её молодой человек получил тяжёлые травмы. По сообщению Financial Times, присяжные возложили на компанию треть ответственности за происшествие и постановили выплатить $243 млн в качестве штрафа и компенсации пострадавшим. Источник изображения: Dmitry Novikov/Unsplash"
a0addc10f29ffd9ac513dad81b1107bec4a620ee,Определение G/T и других характеристик антенны с помощью излучения Солнца и неба (часть 2),https://habr.com/ru/companies/stc_spb/articles/902364/?utm_source=habrahabr&utm_medium=rss&utm_campaign=902364,habr.com,2025-08-04T15:36:58+00:00,"<img src=""https://habrastorage.org/getpro/habr/upload_files/58f/97f/eb0/58f97feb02e80a73cf1b7d7712531d41.jpg"" /><p>В <a href=""https://habr.com/ru/companies/stc_spb/articles/886060/"" rel=""noopener noreferrer nofollow"">первой части</a> был показан вывод основных формул, используемых для расчета шумовой добротности радиосистемы (G/T) по известной спектральной плотности мощности (СППМ) радиоизлучения от Солнца. Во второй части содержатся сведения о том, где можно найти результаты измерений СППМ и как их обработать для дальнейших вычислений. </p> <a href=""https://habr.com/ru/articles/902364/?utm_source=habrahabr&amp;utm_medium=rss&amp;utm_campaign=902364#habracut"">Читать далее</a>"
56071fcf5eb856fd2f84baea107ae904ac5ab6e7,Four radioactive wasp nests found on South Carolina nuclear facility,https://arstechnica.com/health/2025/08/radioactive-wasp-nests-spring-up-in-decadesold-nuclear-site-in-south-carolina/,arstechnica.com,2025-08-04T15:35:13+00:00,Officials say there are no leaks and hazardous nests are from legacy contamination.
c9b8959e32cff9696a1b88741902a0cdb62155bc,iPad и другими устройствами Apple теперь можно управлять силой мысли,https://3dnews.ru/1127072,3dnews.ru,2025-08-04T15:28:00+00:00,"В мае 2025 года Apple объявила о разработке технологии, которая позволяет подключать интерфейсы &laquo;мозг-компьютер&raquo; (brain-computer interface, BCI) к продуктам Apple через Bluetooth. Теперь iPad, Mac и другие устройства Apple распознают BCI так же, как клавиатуру или мышь. Компания Synchron стала первой, кто подключил пациента с мозговым имплантом к продуктам Apple с помощью этой новой технологии. Сегодня Synchron опубликовала видео, демонстрирующее эту функцию в действии. Источник изображений: Synchron"
9dab4860a51b89ae876b532e72edef29209c638b,Самый дешевый кроссовер Jaecoo в России стал еще дешевле: скидки на Jaecoo J7 достигают 330 тыс. рублей,https://www.ixbt.com/news/2025/08/04/jaecoo-jaecoo-j7-330.html,www.ixbt.com,2025-08-04T15:24:00+00:00,"<p>Принадлежащий Chery бренд Jaecoo объявил о снижении цен на свой самый популярный в России кроссовер &mdash; Jaecoo J7: все комплектации 2024 и 2025 годов выпуска стали доступнее на сумму от 50 до 330 тысяч рублей.</p> <a href=""https://www.ixbt.com/img/n1/news/2025/7/1/jaecoo_large.JPG""><figure><img src=""https://www.ixbt.com/img//x780/n1/news/2025/7/1/jaecoo_large.JPG"" /></figure></a> Фото: Jaecoo <p>Наибольшее снижение коснулось полноприводных комплектаций Active 150 2024 и Active 150 2025 годов выпуска, а также и Supreme-V 2024: цены на которые упали на 330 и 320 тыс. рублей соответственно. Базовая комплектация Urban 150 подешевела на 50 тыс. рублей.</p> <p>Цены и скидки на все комплектации Jaecoo J7&nbsp;сейчас выглядят так:</p> <p>Jaecoo J7&nbsp;2024:</p> <ul> <li>Urban 150&nbsp;2WD&nbsp;&mdash; 2,91 млн рублей (-50&nbsp;тыс.&nbsp;рублей);</li> <li>Lifestyle 150&nbsp;2WD&nbsp;&mdash; 3,06 млн&nbsp;рублей (-150&nbsp;тыс.&nbsp;рублей);</li> <li>Lifestyle 2WD&nbsp;&mdash; 3,11 млн&nbsp;рублей (-100&nbsp;тыс.&nbsp;рублей);</li> <li>Ultimate 150&nbsp;2WD&nbsp;&mdash; 3,26 млн рублей (-150&nbsp;тыс.&nbsp;рублей);</li> <li>Ultimate 2WD&nbsp;&mdash; 3,31 млн&nbsp;рублей (-150&nbsp;тыс.&nbsp;рублей);</li> <li>Active 150&nbsp;AWD&nbsp;&mdash; 3,26 млн&nbsp;рублей (-330&nbsp;тыс.&nbsp;рублей);</li> <li>Active AWD&nbsp;&mdash; 3,31 млн&nbsp;рублей (-280&nbsp;тыс.&nbsp;рублей);</li> <li>Supreme 150&nbsp;AWD&nbsp;&mdash; 3,46 млн&nbsp;рублей (-270&nbsp;тыс.&nbsp;рублей);</li> <li>Supreme AWD&nbsp;&mdash; 3,51 млн&nbsp;рублей (-270&nbsp;тыс.&nbsp;рублей);</li> <li>Supreme-V&nbsp;&mdash; 3,69 млн&nbsp;рублей (-320&nbsp;тыс.&nbsp;рублей).</li> </ul> <p>Jaecoo J7&nbsp;2025:</p> <ul> <li>Urban 150&nbsp;2WD&nbsp;&mdash; 2,96 млн&nbsp;рублей (-50&nbsp;тыс.&nbsp;рублей);</li> <li>Lifestyle 150&nbsp;2WD&nbsp;&mdash; 3,11 млн&nbsp;рублей (-150&nbsp;тыс.&nbsp;рублей);</li> <li>Ultimate 150&nbsp;2WD&nbsp;&mdash; 3,31 млн&nbsp;рублей (-150&nbsp;тыс.&nbsp;рублей);</li> <li>Active 150&nbsp;AWD&nbsp;&mdash; 3,31 млн&nbsp;рублей (-330&nbsp;тыс.&nbsp;рублей);</li> <li>Supreme 150&nbsp;AWD&nbsp;&mdash; 3,51 млн&nbsp;рублей (-270&nbsp;тыс.&nbsp;рублей).</li> </ul> <p>С сентября 2024 года в России продается обновленная версия Jaecoo J7 с улучшенным интерьером, системой полного привода Torque Vectoring и рядом новых опций. Автомобиль оснащается 1,6-литровым бензиновым турбомотором мощностью 150 или 186 л.с. и 7-ступенчатым &laquo;роботом&raquo;.</p>"
5e625eecaa31fa7cc70b901652489f6666ceb674,Lyft and Baidu plan to bring their robotaxis to the UK and Germany next year,https://www.engadget.com/transportation/lyft-and-baidu-plan-to-bring-their-robotaxis-to-the-uk-and-germany-next-year-152132114.html?src=rss,www.engadget.com,2025-08-04T15:21:33+00:00,"<p>Lyft and Baidu have shed more light on their plan for a <a href=""https://www.engadget.com/transportation/uber-and-baidu-are-teaming-up-to-deploy-thousands-of-autonomous-vehicles-globally-190109553.html""><ins>worldwide fleet of autonomous vehicles</ins></a>. After the first rollouts — which are earmarked for Asia and the Middle East later this year — the companies have their designs set on Europe. They're <a class=""no-affiliate-link"" href=""https://www.lyft.com/blog/posts/lyft-partners-with-baidu-to-deploy-autonomous-rides-across-europe""><ins>aiming to deploy</ins></a> robotaxis in the UK and Germany in 2026, as long as they get approval from regulators. The goal is to then expand the European fleet to thousands of vehicles across the continent in the following years.</p> <p>Baidu is using its sixth-generation Apollo Go vehicles for this rollout. Once the robotaxis start operations in a given market, consumers will be able to book rides in them via the Lyft app.&nbsp;</p> <span id=""end-legacy-contents""></span><p>Lyft says that it will leverage its <a href=""https://www.engadget.com/transportation/lyft-completes-its-197-million-acquisition-of-europes-freenow-152420370.html"">recent acquisition of taxi company Freenow</a> to speed up deployment of autonomous vehicles, given that platform's established foothold in the UK and Germany. The partnership between Lyft and Baidu, which the pair announced last month, follows Baidu <a href=""https://www.engadget.com/transportation/baidu-could-start-testing-its-apollo-go-robotaxi-service-in-europe-this-year-123054998.html""><ins>revealing its plans</ins></a> to start testing Apollo Go in Europe later this year.</p>This article originally appeared on Engadget at https://www.engadget.com/transportation/lyft-and-baidu-plan-to-bring-their-robotaxis-to-the-uk-and-germany-next-year-152132114.html?src=rss"
171f428cc689bbad549b8f20819c1c43621a9090,Amazon is gutting its Wondery podcast studio,https://www.theverge.com/news/718136/amazon-wondery-gutting-podcast-studio-layoffs,www.theverge.com,2025-08-04T15:20:51+00:00,"Amazon is splitting up its Wondery podcast studio just four years after acquiring it, as first reported by Bloomberg. As part of the change, the studio will shed around 110 employees, while Wondery CEO Jen Sargent will leave the company. In a statement to The Verge, Amazon spokesperson Alice Zhou confirmed that while Wondery will [&#8230;]"
30c417bc08385c5c94d28f8012050a63a021b74a,The Google Pixel 9a is $100 off right now,https://www.engadget.com/deals/the-google-pixel-9a-is-100-off-right-now-151724954.html?src=rss,www.engadget.com,2025-08-04T15:17:24+00:00,"<p>The <a href=""https://www.engadget.com/mobile/smartphones/google-pixel-10-launch-what-we-expect-to-see-at-the-made-by-google-event-on-august-20-214510537.html"">Google Pixel 10</a> is just around the corner, so we're starting to see some great deals pop up on the previous generation. The <a class=""rapid-with-clickid"" href=""https://shopping.yahoo.com/rdlw?merchantId=66ea567a-c987-4c2e-a2ff-02904efde6ea&amp;itemId=amazon_B0DVHV7X53&amp;siteId=us-engadget&amp;pageId=1p-autolink&amp;contentUuid=70b134f3-4f5c-469a-af4c-c31c2d4dc0b3&amp;featureId=text-link&amp;merchantName=Amazon&amp;linkText=Google+Pixel+9a&amp;custData=eyJzb3VyY2VOYW1lIjoiV2ViLURlc2t0b3AtVmVyaXpvbiIsImxhbmRpbmdVcmwiOiJodHRwczovL3d3dy5hbWF6b24uY29tL2RwL0IwRFZIVjdYNTM_dGFnPWdkZ3QwYy0yMCIsImNvbnRlbnRVdWlkIjoiNzBiMTM0ZjMtNGY1Yy00NjlhLWFmNGMtYzMxYzJkNGRjMGIzIiwib3JpZ2luYWxVcmwiOiJodHRwczovL3d3dy5hbWF6b24uY29tL2RwL0IwRFZIVjdYNTMiLCJkeW5hbWljQ2VudHJhbFRyYWNraW5nSWQiOnRydWUsInNpdGVJZCI6InVzLWVuZ2FkZ2V0IiwicGFnZUlkIjoiMXAtYXV0b2xpbmsiLCJmZWF0dXJlSWQiOiJ0ZXh0LWxpbmsifQ&amp;signature=AQAAAXHq-IUaE5x1NOuNRMhtXOYK8Qn7nXDaYv7j_7uxBJp0&amp;gcReferrer=https%3A%2F%2Fwww.amazon.com%2Fdp%2FB0DVHV7X53"">Google Pixel 9a</a> is on sale right now for $100 off its usual price, a 20 percent reduction. If you've been considering your first Pixel, or had your sights set on the Pixel 9a, this sale is a great opportunity.</p>  <p> </p>  <p>The Pixel 9a is Google's most affordable model in the Pixel lineup, but that by no means makes it a subpar gadget. We selected the 9a as our <a href=""https://www.engadget.com/best-android-phone-130030805.html"">best budget Android phone</a>, and we gave it a score of 91 out of 100 in our <a href=""https://www.engadget.com/mobile/smartphones/google-pixel-9a-review-basic-in-just-the-right-way-130050005.html"">hands-on review</a>.</p> <span id=""end-legacy-contents""></span>  <p>This model has design, features and performance you'd be forgiven for confusing with a flagship model. The entire Pixel 9 lineup is powered by the same Tensor G4 processor, with the biggest difference being the Pixel 9a's 8 GB of RAM instead of the 12 GB found on the Pixel 9. Average daily users will almost certainly not notice a difference here, as the extra RAM is more for video editing, gaming or relentlessly switching between apps.</p>  <p>The 48-MP main camera and 13-MP ultra-wide rival cameras on phones that are twice the price, and its 5,100 mAh battery is the largest in the Pixel 9 lineup. The phone's 6.3-inch OLED display with a 120 Hz refresh rate and peak brightness of 2,700 nits is identical to the Pixel 9. The hardware on the Pixel 9a is simply among the best in its price range.</p>  <p>The Pixel 9a offers excellent value, and at $100 off, the value is even greater.</p>  <p><em>Follow </em><a href=""https://twitter.com/EngadgetDeals""><em>@EngadgetDeals</em></a><em> on X for the latest </em><a href=""https://www.engadget.com/deals/""><em>tech deals</em></a><em> and </em><a href=""https://www.engadget.com/best-tech/""><em>buying advice</em></a><em>.</em></p>This article originally appeared on Engadget at https://www.engadget.com/deals/the-google-pixel-9a-is-100-off-right-now-151724954.html?src=rss"
95a90adf59b241c54eef9617b6690ff8ed97faa7,"Безопасность КИИ: 5 фатальных ошибок, которые стоят компаниям миллионов. Опыт реальных проверок",https://habr.com/ru/articles/933934/?utm_source=habrahabr&utm_medium=rss&utm_campaign=933934,habr.com,2025-08-04T15:16:37+00:00,"<img src=""https://habrastorage.org/getpro/habr/upload_files/e98/6af/e87/e986afe8749a731370c63f71a8ef9ff7.jpg"" /><p>Я занимаюсь внедрением требований 187-ФЗ с&nbsp;момента его появления. За&nbsp;это время я прошел путь от&nbsp;инженера до&nbsp;консультанта и видел десятки проектов изнутри. Сегодня я расскажу про&nbsp;ключевые ошибки в&nbsp;обеспечении безопасности КИИ, которые я наблюдал&nbsp;лично и которые регулярно приводят к&nbsp;проваленным проверкам ФСТЭК и огромным финансовым потерям. </p><p>Семь лет назад, когда 187-ФЗ только вступил в&nbsp;силу, рынок напоминал дикий запад. Все действовали интуитивно, пытаясь нащупать правильный путь. Казалось, время всё расставит по&nbsp;местам. Но&nbsp;мой опыт показывает, что&nbsp;фундаментальные ошибки, которые совершались тогда, до&nbsp;сих пор кочуют из&nbsp;проекта в&nbsp;проект,&nbsp;лишь меняя масштаб последствий.</p><p>Ниже&nbsp;— мой&nbsp;личный рейтинг просчетов, основанный на&nbsp;реальных проектах и их последующих аудитах.</p> <a href=""https://habr.com/ru/articles/933934/?utm_source=habrahabr&amp;utm_medium=rss&amp;utm_campaign=933934#habracut"">Читать далее</a>"
f8b62a8846584920949a6d534e5e989c777f63b6,«Capcom заработает на этом миллиарды долларов»: трейлер Street Fighter 6 с набором платных купальников получил восторженные отзывы,https://3dnews.ru/1127071,3dnews.ru,2025-08-04T15:13:00+00:00,Capcom подготовила для владельцев файтинга Street Fighter 6 сразу несколько приятных сюрпризов. Компания привезла на киберспортивный чемпионат Evo 2025 трейлер нового бойца Вайпер и набора летних скинов сразу для семи персонажей. Источник изображения: Capcom
